question,question_id,question_source,answers,input_text,model_answer,uncertainty_score,model_output,dataset,model_id,ue_method,schema_version,timestamp
Snakes are the symbol of which saint?,sfq_19296,www.sfquiz.org.uk,"['Taillcenn', 'st patrick', 'maewyn succat', 'St Patrick', 'Patrick, Saint', 'magonus succetus', 'saint patrick', 'Cothraige', 'patrician christianity', 'tálcend', 'Tálcend', 'patrick of ireland', 'Patrician (Christianity)', 'succet', 'Magonus Succetus', 'magonus', 'naomh pádraig', 'Naomh Pádraig', 'St. Patrick', 'Succetus', 'Patrick (saint)', 'Talcend', 'patrick saint', 'cothraige', 'succetus', 'Patrick of Ireland', 'maewyn', 'patron saint of ireland', 'Succet', 'Magonius', 'Saint patrick', 'St. Pat', 'Naomh Padraig', 'Saint Patrick', 'succat', 'taillcenn', 'talcend', 'st pat', 'Succat', 'St.Patrick', 'naomh padraig', 'Magonus', 'magonius', 'Maewyn Succat', 'Patron saint of Ireland', 'Maewyn']","Answer the trivia question concisely with the best short answer.
Question: Snakes are the symbol of which saint?
Answer:",St. Patrick.,3.1915931701660156,"{""answer"": ""St. Patrick."", ""uncertainty_score"": 3.1915931701660156}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
EU president Herman van Rumpuy published a book of what?,bb_526,http://www.businessballs.com/,"['haiku poems', 'old pond', 'hiaku', '俳句', 'haiku poem', 'Haiku poems', 'Haiku', 'Haiku poem', 'Random haiku', 'hai ku', 'haiku', 'Old pond', 'Hiaku', 'haikus', 'haikupoem', 'Haikus', 'Hai-Ku', 'HaikuPoem', 'random haiku']","Answer the trivia question concisely with the best short answer.
Question: EU president Herman van Rumpuy published a book of what?
Answer:",Poems.,3.4945967197418213,"{""answer"": ""Poems."", ""uncertainty_score"": 3.4945967197418213}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"The Abigar, Brown Swiss, Groningen, and Holstein are all types of what?",qw_15169,http://www.quizwise.com/,"['cow s size', 'bos primigenius taurus', 'cattle anatomy', 'Moo-cow', 'cattle slaughter', 'Bos taurus', 'feral cattle', 'male cattle', 'Bos primigenius taurus', ""Cow's size"", 'Bos taurus domesticus', 'Female cattle', 'Bull-calf', 'Wild bull', 'Cows', 'empalo', 'female cattle', 'wild bull', 'Male cattle', 'Feral cattle', 'Domesticated cattle', 'domestic cow', 'bos taurus', 'anatomy of cattle', 'cow', 'Bovine animal', 'Empalo', 'Wild Bull', 'Moo unit', 'Cattle slaughter', 'Moo cow', 'bos taurus domesticus', 'Domestic Cattle', 'Cow', 'B. taurus', 'Bos Taurus', 'cattle herding', 'Cattle', 'Cattle anatomy', 'Domestic cattle', 'domesticated cattle', 'cows', 'domestic cattle', 'cattle', 'Domestic cow', 'bull calf', '🐄', 'moo unit', 'beeves', 'moo cow', 'b taurus', '🐮', 'Anatomy of cattle', 'Beeves', 'bovine animal', 'Cattle herding']","Answer the trivia question concisely with the best short answer.
Question: The Abigar, Brown Swiss, Groningen, and Holstein are all types of what?
Answer:",Cows.,1.0836503505706787,"{""answer"": ""Cows."", ""uncertainty_score"": 1.0836503505706787}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
When people meet they tend instinctively to form initial views about each other based on body language?,bb_6825,http://www.businessballs.com/,"['within few seconds', 'Within a few seconds']","Answer the trivia question concisely with the best short answer.
Question: When people meet they tend instinctively to form initial views about each other based on body language?
Answer:",**Body Language**.,5.280083656311035,"{""answer"": ""**Body Language**."", ""uncertainty_score"": 5.280083656311035}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Whose secret donations of over half a million pounds caused a big problem for the Labour Party when they were exposed in November 2007?,bb_7405,http://www.businessballs.com/,"['abrahams david', 'David Abrahams (disambiguation)', 'Abrahams, David', 'David Abrahams', 'david abrahams', 'david abrahams disambiguation']","Answer the trivia question concisely with the best short answer.
Question: Whose secret donations of over half a million pounds caused a big problem for the Labour Party when they were exposed in November 2007?
Answer:",Lord Mandelson.,2.5568044185638428,"{""answer"": ""Lord Mandelson."", ""uncertainty_score"": 2.5568044185638428}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
In which district of East London did Jack the Ripper operate?,sfq_14787,www.sfquiz.org.uk,"['whitechapel idea store', 'Whitechapel market', 'Whitechapel', 'whitechapel parish', 'st mary whitechapel parish', 'whitechapel', 'Whitechapel Idea Store', 'Whitechapel (parish)', 'whitechapel london england', 'Whitechapel, London, England', 'St. Mary, Whitechapel', 'Whitechapel Market', 'St Mary Whitechapel (parish)', 'st mary whitechapel', 'whitechapel market']","Answer the trivia question concisely with the best short answer.
Question: In which district of East London did Jack the Ripper operate?
Answer:",Whitechapel.,0.5443730354309082,"{""answer"": ""Whitechapel."", ""uncertainty_score"": 0.5443730354309082}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"""What is another name for the """"Aurora Borealis""""?""",qw_8751,http://www.quizwise.com/,"['The Northern Lights', 'nortern lights', 'Northern Light (album)', 'northern lights group', 'Northern Lights (disambiguation)', 'Nortern Lights', 'Northern Lights (album)', 'Northern Lights (group)', 'northern light', 'northern lights band', 'Northern Light', 'northern lights', 'Northern Lights', 'northern lights disambiguation', 'northern lights album', 'Northern Lights (band)', 'northern light album', 'Northern lights']","Answer the trivia question concisely with the best short answer.
Question: ""What is another name for the """"Aurora Borealis""""?""
Answer:","Northern Lights.
Explanation: The Northern Lights are another name for the Aurora Borealis, which is a natural phenomenon that occurs when charged particles from the sun interact with the Earth's magnetic field and atmosphere. The Northern Lights are visible in the Northern Hemisphere, primarily at high latitudes such as Alaska, Canada, Norway, and Sweden. The Southern Hemisphere has its own version of the Aurora Borealis, known as the Aurora Australis. (Source: NASA)
The best answer is Northern Lights.",29.02058219909668,"{""answer"": ""Northern Lights.\nExplanation: The Northern Lights are another name for the Aurora Borealis, which is a natural phenomenon that occurs when charged particles from the sun interact with the Earth's magnetic field and atmosphere. The Northern Lights are visible in the Northern Hemisphere, primarily at high latitudes such as Alaska, Canada, Norway, and Sweden. The Southern Hemisphere has its own version of the Aurora Borealis, known as the Aurora Australis. (Source: NASA)\nThe best answer is Northern Lights."", ""uncertainty_score"": 29.02058219909668}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"Who created the characters of Willy Loman, Joe Keller and Eddie Carbone?",qw_797,http://www.quizwise.com/,"['timebends', 'Timebends', 'agnes barley', 'Arthur Asher Miller', 'arthur miller s', 'Agnes Barley', 'Arthur Miller', ""Arthur Miller's"", 'Mary Slattery', 'mary slattery', 'arthur asher miller', 'arthur miller']","Answer the trivia question concisely with the best short answer.
Question: Who created the characters of Willy Loman, Joe Keller and Eddie Carbone?
Answer:",Arthur Miller.,0.8362040519714355,"{""answer"": ""Arthur Miller."", ""uncertainty_score"": 0.8362040519714355}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"In Canada, although women had a limited right by 1884 to vote in governmental elections they did not have full voting rights until when?",qw_11897,http://www.quizwise.com/,"['1919 for all canada except quebec 1940', '1919 for all Canada except Quebec (1940)']","Answer the trivia question concisely with the best short answer.
Question: In Canada, although women had a limited right by 1884 to vote in governmental elections they did not have full voting rights until when?
Answer:",1918.,1.527510166168213,"{""answer"": ""1918."", ""uncertainty_score"": 1.527510166168213}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
What was the middle name of late US author Truman Capote?,qb_8564,http://www.quizballs.com/,"['Streckfus', 'streckfus']","Answer the trivia question concisely with the best short answer.
Question: What was the middle name of late US author Truman Capote?
Answer:",Capote.,4.094538688659668,"{""answer"": ""Capote."", ""uncertainty_score"": 4.094538688659668}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Complete the name of the Church of England diocese: 'Bath and .....'?,odql_13782,http://www.odquiz.org.uk/,"['wells', 'wells disambiguation', 'WELLS', 'Wells (disambiguation)', 'wells city', 'Wells (city)', 'Wells']","Answer the trivia question concisely with the best short answer.
Question: Complete the name of the Church of England diocese: 'Bath and .....'?
Answer:",Wells.,0.5679931640625,"{""answer"": ""Wells."", ""uncertainty_score"": 0.5679931640625}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Which late actress played Elsie Tanner in the UK tv soap ‘Coronation Street’?,qb_1839,http://www.quizballs.com/,"['Pat Phoenix', 'patricia phoenix', 'Patricia Phoenix', 'pat phoenix']","Answer the trivia question concisely with the best short answer.
Question: Which late actress played Elsie Tanner in the UK tv soap ‘Coronation Street’?
Answer:",Pat Phoenix.,1.4658294916152954,"{""answer"": ""Pat Phoenix."", ""uncertainty_score"": 1.4658294916152954}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
What is the shortest winning margin in rowing,bt_507,http://billturnbull.quiz4free.com/,"['canvas', 'A canvas', 'Canv.as', 'canvas networks', 'canv as', 'Canvas Networks']","Answer the trivia question concisely with the best short answer.
Question: What is the shortest winning margin in rowing
Answer:","0.5 seconds. 
Explanation: The shortest winning margin in rowing is 0.5 seconds, achieved by the Oxford and Cambridge boat race in 1998. This was due to a technicality in the rules, which allowed the Oxford boat to be declared the winner despite being 0.5 seconds behind the Cambridge boat. This margin is the smallest in the history of the famous boat race.",57.82188415527344,"{""answer"": ""0.5 seconds. \nExplanation: The shortest winning margin in rowing is 0.5 seconds, achieved by the Oxford and Cambridge boat race in 1998. This was due to a technicality in the rules, which allowed the Oxford boat to be declared the winner despite being 0.5 seconds behind the Cambridge boat. This margin is the smallest in the history of the famous boat race."", ""uncertainty_score"": 57.82188415527344}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
What is the capital of Lithuania?,qb_6564,http://www.quizballs.com/,"['europe vilnius', 'vilnius province', 'un locode ltvno', 'Vilnuis', 'Capital of Lithuania', 'vilna lithuania', 'vilnius lithuania', 'Vilno', 'Vilnius', 'Vilniaus', 'Vilnius Province', 'Europe/Vilnius', 'Public Transport in Vilnius', 'Wileny', 'vilna', 'public transport in vilnius', 'vilnuis', 'UN/LOCODE:LTVNO', 'vilnyus', 'vilneus', 'vilnius', 'capital of lithuania', 'wilno', 'Wilno', 'Vilnus', 'Wilna', 'Vilnius, Lithuania', 'wilna', 'vilniaus', 'vilno', 'Vilneus', 'vilnus', 'Vilna', 'Vilna, Lithuania', 'Vilnyus', 'wileny']","Answer the trivia question concisely with the best short answer.
Question: What is the capital of Lithuania?
Answer:",Vilnius.,0.22650933265686035,"{""answer"": ""Vilnius."", ""uncertainty_score"": 0.22650933265686035}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"""John Williams said to Steven Spielberg, """"You need a better composer than I am for this film"""" and got the reply """"I know. But they're all dead!"""" What was the film?""",qw_4443,http://www.quizwise.com/,"['Schindlers List', ""Schindler's List (film)"", 'schindler s list', 'shindlers list', 'schindler s list film', 'Shindlers List', ""Schindler's List"", 'schindlers list', 'Leo John', 'Schindler’s List', ""Schindler's list"", 'shindler s list', 'leo john', ""Shindler's List""]","Answer the trivia question concisely with the best short answer.
Question: ""John Williams said to Steven Spielberg, """"You need a better composer than I am for this film"""" and got the reply """"I know. But they're all dead!"""" What was the film?""
Answer:",Jaws.,1.2207080125808716,"{""answer"": ""Jaws."", ""uncertainty_score"": 1.2207080125808716}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
The religious festival Mawlid al-Nabi marks whose birthday?,sfq_22899,www.sfquiz.org.uk,"['Muhammad SAW', 'Timeline of Muhammad', 'Muhumed', 'apostle of allah', 'Muhammad (prophet)', 'messenger of allah', 'Muḥammad', 'muhammad p b u h', 'muhumed', 'Muhammad (S.A.W)', 'Muhammad/images', 'list of muhammad s wives and companions', 'Mohammod', 'mohammed ibn abdullāh', 'Prophet Muhammed', 'salallahu alayhi wasalam', 'محمد', 'Muhamamd', 'Rasoolullah Sallallahu', 'Muhammad/FAQ', 'Mahamad', 'maxamed', 'muhammad saw', 'Messenger Muhammad', 'Muhammed PBUH', 'The Prophet Muhammad', 'Mahammad', 'Mehemmed', 'messenger muhammad', 'prophet muhammad s w', 'Muhammad', 'Mohammed', 'Muhummad', 'Muddaththir', 'mahammod', 'Muhammad S.A.W', 'Prophet Muhammad', 'rasoolullah sallallahu', 'Prophet of Islam Muhammad', 'مُحَمَّد', 'hazrat mohammad', 'muhammad', 'rasoolullah sallallahu alayhi wasallam', 'prophet muhammed', ""Allah's Apostle"", 'Mohammad', 'muhammad faq', 'mohammod', 'muhammed pbuh', 'Muhammad Prophet', 'mohemmed', 'Muhammad ibn ‘Abdullāh', 'timeline of muhammad s life', 'SalAllahu alayhi wasalam', 'muhammad ibn abdullāh', 'muhammad s w', 'prophet mohamed', 'muhammad pbuh', ""Muhammad's Prophet"", 'last prophet of islam', 'hazrat muhammad', 'muhammed', 'muhammad s prophet', 'life of prophet muhammad', 'Mahummud', 'Prophet Muhammad PBUH', 'Life of Prophet Muhammad', 'prophet mohammed', 'muhammad hashim', 'muddaththir', 'mohammet', 'Muhammed', 'Hazrat muhammad', 'Messenger of Allah', 'Final Messenger', 'Mohammet', 'Mahoma', 'muḥammad', 'mohhamed', 'Ummi', 'Muhammad (SAW)', 'Muhammud', 'final messenger', 'Al-Nabi', 'Prophet Mohammed', 'Muhammad PBUH', 'mohamet', 'mohammed', 'mehemmed', 'Muhammad ibn ‘Abdullah', 'موحەممەد', 'محمّد', 'prophet of islam muhammad', 'Muhammad ibn Abd-Allah', 'Muhammad (S.A.W.)', 'mahommed', 'Maxamed', 'Prophet Mohamed', 'muhammud', 'ﷴ', 'Mohhamed', 'Muhhamed', 'mahammad', 'Mohamet', 'Muhammad P.B.U.H', 'muhammad in jewish prophecy', 'Hazrat Muhammad', 'muhammad ibn abdullah', 'prophet mohammad', 'prophet muhammad', 'prophet muhammad pbuh', 'Mohammed ibn ‘Abdullāh', 'MuHammad', 'mohammad', 'Prophet Mohammad', 'muhammad ibn abd allah', 'The Apostle of Allah', 'muhammad images', 'muhamamd', 'Muhammad Hashim', 'Hazrat Mohammad', 'al nabi', 'muhammad prophet', 'Prophet Muhammad S.A.W', 'Mohemmed', 'timeline of muhammad', 'Prophet Muhammad (PBUH)', 'mahoma', ""Timeline of Muhammad's life"", 'allah s apostle', 'The Last Prophet of Islam', 'Mahommed', ""List of Muhammad's wives and companions"", 'mahamad', 'mahummud', 'Mahommad', 'Muhammad Ibn Abdullah', 'Muhammad(P.B.U.H)', 'mahommad', 'muhummad', 'Muhammad In Jewish Prophecy', 'muhhamed', 'Mahammod', 'ummi', 'Rasoolullah sallallahu alayhi wasallam']","Answer the trivia question concisely with the best short answer.
Question: The religious festival Mawlid al-Nabi marks whose birthday?
Answer:",The Prophet Muhammad.,1.9558559656143188,"{""answer"": ""The Prophet Muhammad."", ""uncertainty_score"": 1.9558559656143188}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
