question,question_id,question_source,answers,input_text,model_answer,uncertainty_score,model_output,dataset,model_id,ue_method,schema_version,timestamp
Snakes are the symbol of which saint?,sfq_19296,www.sfquiz.org.uk,"['Magonius', 'Talcend', 'patrick saint', 'St. Patrick', 'Tálcend', 'cothraige', 'tálcend', 'taillcenn', 'St.Patrick', 'Maewyn', 'Maewyn Succat', 'patrick of ireland', 'magonius', 'Patron saint of Ireland', 'succat', 'st pat', 'saint patrick', 'patron saint of ireland', 'succet', 'maewyn succat', 'Succet', 'Succetus', 'talcend', 'Patrick (saint)', 'patrician christianity', 'St Patrick', 'Cothraige', 'Taillcenn', 'Saint patrick', 'Naomh Padraig', 'naomh pádraig', 'magonus succetus', 'Patrician (Christianity)', 'St. Pat', 'magonus', 'Naomh Pádraig', 'Succat', 'succetus', 'maewyn', 'st patrick', 'Magonus Succetus', 'Saint Patrick', 'naomh padraig', 'Magonus', 'Patrick, Saint', 'Patrick of Ireland']","Answer the trivia question concisely with the best short answer.
Question: Snakes are the symbol of which saint?
Answer:",St. Patrick.,1.915556788444519,"{""answer"": ""St. Patrick."", ""uncertainty_score"": 1.915556788444519}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
EU president Herman van Rumpuy published a book of what?,bb_526,http://www.businessballs.com/,"['haiku', 'haikupoem', 'Old pond', 'haikus', 'Random haiku', 'Hai-Ku', 'HaikuPoem', 'Haikus', 'random haiku', 'Haiku poem', 'hai ku', 'haiku poems', 'Haiku', '俳句', 'Haiku poems', 'old pond', 'Hiaku', 'hiaku', 'haiku poem']","Answer the trivia question concisely with the best short answer.
Question: EU president Herman van Rumpuy published a book of what?
Answer:",Poems.,1.944614052772522,"{""answer"": ""Poems."", ""uncertainty_score"": 1.944614052772522}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"The Abigar, Brown Swiss, Groningen, and Holstein are all types of what?",qw_15169,http://www.quizwise.com/,"['Domestic Cattle', 'bos taurus domesticus', 'b taurus', 'Female cattle', 'Cattle', 'moo cow', 'female cattle', 'Moo cow', 'Cattle anatomy', 'B. taurus', 'wild bull', 'male cattle', 'cattle herding', 'moo unit', 'bull calf', 'Moo-cow', 'Moo unit', 'empalo', ""Cow's size"", 'cattle slaughter', 'Bos taurus', 'anatomy of cattle', 'Bull-calf', 'Wild Bull', 'cattle', 'Cow', 'Domesticated cattle', 'Cattle herding', 'Male cattle', 'Bos Taurus', 'Bos taurus domesticus', '🐮', 'Wild bull', 'Empalo', 'Domestic cow', 'domesticated cattle', 'domestic cow', 'Bovine animal', 'Bos primigenius taurus', 'domestic cattle', 'cows', 'Anatomy of cattle', '🐄', 'Beeves', 'cow s size', 'Cows', 'cow', 'feral cattle', 'bovine animal', 'bos primigenius taurus', 'cattle anatomy', 'beeves', 'bos taurus', 'Cattle slaughter', 'Feral cattle', 'Domestic cattle']","Answer the trivia question concisely with the best short answer.
Question: The Abigar, Brown Swiss, Groningen, and Holstein are all types of what?
Answer:",Cows.,0.4243486523628235,"{""answer"": ""Cows."", ""uncertainty_score"": 0.4243486523628235}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
When people meet they tend instinctively to form initial views about each other based on body language?,bb_6825,http://www.businessballs.com/,"['within few seconds', 'Within a few seconds']","Answer the trivia question concisely with the best short answer.
Question: When people meet they tend instinctively to form initial views about each other based on body language?
Answer:",**Body Language**.,2.508646249771118,"{""answer"": ""**Body Language**."", ""uncertainty_score"": 2.508646249771118}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Whose secret donations of over half a million pounds caused a big problem for the Labour Party when they were exposed in November 2007?,bb_7405,http://www.businessballs.com/,"['David Abrahams (disambiguation)', 'david abrahams disambiguation', 'david abrahams', 'David Abrahams', 'Abrahams, David', 'abrahams david']","Answer the trivia question concisely with the best short answer.
Question: Whose secret donations of over half a million pounds caused a big problem for the Labour Party when they were exposed in November 2007?
Answer:",Lord Mandelson.,1.3113353252410889,"{""answer"": ""Lord Mandelson."", ""uncertainty_score"": 1.3113353252410889}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
In which district of East London did Jack the Ripper operate?,sfq_14787,www.sfquiz.org.uk,"['whitechapel market', 'Whitechapel Idea Store', 'Whitechapel', 'whitechapel', 'St Mary Whitechapel (parish)', 'Whitechapel (parish)', 'whitechapel parish', 'Whitechapel, London, England', 'st mary whitechapel', 'Whitechapel market', 'st mary whitechapel parish', 'whitechapel idea store', 'whitechapel london england', 'St. Mary, Whitechapel', 'Whitechapel Market']","Answer the trivia question concisely with the best short answer.
Question: In which district of East London did Jack the Ripper operate?
Answer:",Whitechapel.,0.15449118614196777,"{""answer"": ""Whitechapel."", ""uncertainty_score"": 0.15449118614196777}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"""What is another name for the """"Aurora Borealis""""?""",qw_8751,http://www.quizwise.com/,"['Northern Lights (group)', 'northern lights', 'Northern Lights', 'northern lights album', 'northern lights group', 'Northern lights', 'Northern Lights (band)', 'northern lights disambiguation', 'Northern Lights (album)', 'Northern Light (album)', 'northern light album', 'northern lights band', 'Northern Light', 'The Northern Lights', 'nortern lights', 'Nortern Lights', 'Northern Lights (disambiguation)', 'northern light']","Answer the trivia question concisely with the best short answer.
Question: ""What is another name for the """"Aurora Borealis""""?""
Answer:","Northern Lights.
Explanation: The Northern Lights are another name for the Aurora Borealis, which is a natural phenomenon that occurs when charged particles from the sun interact with the Earth's magnetic field and atmosphere. The Northern Lights are visible in the Northern Hemisphere, primarily at high latitudes such as Alaska, Canada, Norway, and Sweden. The Southern Hemisphere has its own version of the Aurora Borealis, known as the Aurora Australis. (Source: NASA)
The best answer is Northern Lights.",12.946446418762207,"{""answer"": ""Northern Lights.\nExplanation: The Northern Lights are another name for the Aurora Borealis, which is a natural phenomenon that occurs when charged particles from the sun interact with the Earth's magnetic field and atmosphere. The Northern Lights are visible in the Northern Hemisphere, primarily at high latitudes such as Alaska, Canada, Norway, and Sweden. The Southern Hemisphere has its own version of the Aurora Borealis, known as the Aurora Australis. (Source: NASA)\nThe best answer is Northern Lights."", ""uncertainty_score"": 12.946446418762207}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"Who created the characters of Willy Loman, Joe Keller and Eddie Carbone?",qw_797,http://www.quizwise.com/,"['arthur miller s', 'arthur miller', ""Arthur Miller's"", 'arthur asher miller', 'timebends', 'Timebends', 'Agnes Barley', 'Arthur Miller', 'Mary Slattery', 'Arthur Asher Miller', 'agnes barley', 'mary slattery']","Answer the trivia question concisely with the best short answer.
Question: Who created the characters of Willy Loman, Joe Keller and Eddie Carbone?
Answer:",Arthur Miller.,0.30011701583862305,"{""answer"": ""Arthur Miller."", ""uncertainty_score"": 0.30011701583862305}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"In Canada, although women had a limited right by 1884 to vote in governmental elections they did not have full voting rights until when?",qw_11897,http://www.quizwise.com/,"['1919 for all canada except quebec 1940', '1919 for all Canada except Quebec (1940)']","Answer the trivia question concisely with the best short answer.
Question: In Canada, although women had a limited right by 1884 to vote in governmental elections they did not have full voting rights until when?
Answer:",1918.,0.5774679780006409,"{""answer"": ""1918."", ""uncertainty_score"": 0.5774679780006409}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
What was the middle name of late US author Truman Capote?,qb_8564,http://www.quizballs.com/,"['Streckfus', 'streckfus']","Answer the trivia question concisely with the best short answer.
Question: What was the middle name of late US author Truman Capote?
Answer:",Capote.,2.586566686630249,"{""answer"": ""Capote."", ""uncertainty_score"": 2.586566686630249}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Complete the name of the Church of England diocese: 'Bath and .....'?,odql_13782,http://www.odquiz.org.uk/,"['WELLS', 'Wells (city)', 'Wells (disambiguation)', 'wells city', 'wells disambiguation', 'Wells', 'wells']","Answer the trivia question concisely with the best short answer.
Question: Complete the name of the Church of England diocese: 'Bath and .....'?
Answer:",Wells.,0.4048987925052643,"{""answer"": ""Wells."", ""uncertainty_score"": 0.4048987925052643}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Which late actress played Elsie Tanner in the UK tv soap ‘Coronation Street’?,qb_1839,http://www.quizballs.com/,"['Patricia Phoenix', 'Pat Phoenix', 'pat phoenix', 'patricia phoenix']","Answer the trivia question concisely with the best short answer.
Question: Which late actress played Elsie Tanner in the UK tv soap ‘Coronation Street’?
Answer:",Pat Phoenix.,0.6144240498542786,"{""answer"": ""Pat Phoenix."", ""uncertainty_score"": 0.6144240498542786}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
What is the shortest winning margin in rowing,bt_507,http://billturnbull.quiz4free.com/,"['Canv.as', 'A canvas', 'Canvas Networks', 'canvas networks', 'canv as', 'canvas']","Answer the trivia question concisely with the best short answer.
Question: What is the shortest winning margin in rowing
Answer:","0.5 seconds. 
Explanation: The shortest winning margin in rowing is 0.5 seconds, achieved by the Oxford and Cambridge boat race in 1998. This was due to a technicality in the rules, which allowed the Oxford boat to be declared the winner despite being 0.5 seconds behind the Cambridge boat. This margin is the smallest in the history of the famous boat race.",25.102214813232422,"{""answer"": ""0.5 seconds. \nExplanation: The shortest winning margin in rowing is 0.5 seconds, achieved by the Oxford and Cambridge boat race in 1998. This was due to a technicality in the rules, which allowed the Oxford boat to be declared the winner despite being 0.5 seconds behind the Cambridge boat. This margin is the smallest in the history of the famous boat race."", ""uncertainty_score"": 25.102214813232422}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
What is the capital of Lithuania?,qb_6564,http://www.quizballs.com/,"['Europe/Vilnius', 'vilna lithuania', 'public transport in vilnius', 'vilnus', 'Vilno', 'Vilnius Province', 'Vilneus', 'Vilnus', 'vilnyus', 'Vilniaus', 'Vilnyus', 'vilnius lithuania', 'Wileny', 'UN/LOCODE:LTVNO', 'capital of lithuania', 'Capital of Lithuania', 'vilnius', 'europe vilnius', 'vilnuis', 'Vilna', 'vilna', 'Vilnius', 'un locode ltvno', 'Vilnius, Lithuania', 'Vilnuis', 'wilna', 'Wilno', 'Public Transport in Vilnius', 'vilno', 'wilno', 'vilnius province', 'wileny', 'Vilna, Lithuania', 'vilniaus', 'vilneus', 'Wilna']","Answer the trivia question concisely with the best short answer.
Question: What is the capital of Lithuania?
Answer:",Vilnius.,0.03491591289639473,"{""answer"": ""Vilnius."", ""uncertainty_score"": 0.03491591289639473}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"""John Williams said to Steven Spielberg, """"You need a better composer than I am for this film"""" and got the reply """"I know. But they're all dead!"""" What was the film?""",qw_4443,http://www.quizwise.com/,"['shindler s list', ""Schindler's List (film)"", 'schindlers list', 'Schindler’s List', 'schindler s list', ""Schindler's list"", ""Schindler's List"", 'Schindlers List', 'Shindlers List', 'shindlers list', ""Shindler's List"", 'leo john', 'Leo John', 'schindler s list film']","Answer the trivia question concisely with the best short answer.
Question: ""John Williams said to Steven Spielberg, """"You need a better composer than I am for this film"""" and got the reply """"I know. But they're all dead!"""" What was the film?""
Answer:",Jaws.,0.9377971291542053,"{""answer"": ""Jaws."", ""uncertainty_score"": 0.9377971291542053}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
The religious festival Mawlid al-Nabi marks whose birthday?,sfq_22899,www.sfquiz.org.uk,"['muhammed', 'muhammad ibn abdullāh', 'prophet mohammed', 'Muhammed', 'prophet muhammad pbuh', 'mohemmed', 'ﷴ', 'Muhamamd', 'محمّد', 'Rasoolullah sallallahu alayhi wasallam', 'prophet mohamed', 'mahummud', 'apostle of allah', 'muhammad', 'muhammad saw', 'prophet muhammad', 'list of muhammad s wives and companions', 'Muhammad Hashim', 'timeline of muhammad', 'Muhammad ibn ‘Abdullāh', 'Muhammad Prophet', 'prophet of islam muhammad', 'muhammud', 'muhammad in jewish prophecy', 'Timeline of Muhammad', 'Prophet Muhammad (PBUH)', 'mohammod', 'muhammad s prophet', 'Ummi', 'Muhummad', 'Final Messenger', 'Muhammad (S.A.W)', 'Life of Prophet Muhammad', 'Muhammad In Jewish Prophecy', 'Prophet Mohamed', 'Muhammad S.A.W', 'messenger of allah', 'mohammed', 'Messenger Muhammad', 'Muhammad ibn ‘Abdullah', 'Messenger of Allah', 'prophet muhammed', 'Mohammet', 'muhammad images', 'life of prophet muhammad', 'muḥammad', 'Mohammed', 'hazrat mohammad', 'مُحَمَّد', 'Muhammad PBUH', 'Muhammad (SAW)', 'The Last Prophet of Islam', 'Muhammad (S.A.W.)', 'last prophet of islam', 'SalAllahu alayhi wasalam', 'muhamamd', 'Mohammod', 'Muhammud', 'muhammad s w', 'Muhumed', 'Mahamad', 'Muhammed PBUH', 'muhammad faq', 'muhammed pbuh', 'mehemmed', 'al nabi', 'Muhammad/images', 'Mohemmed', 'Prophet Mohammad', ""Allah's Apostle"", 'mahommed', 'Muhammad SAW', 'mahoma', 'Muhammad', 'muhammad ibn abd allah', 'muhammad prophet', 'Mahammod', ""List of Muhammad's wives and companions"", 'mohammed ibn abdullāh', 'Mohammad', 'Rasoolullah Sallallahu', 'muhammad ibn abdullah', 'final messenger', 'Mahammad', 'Mohamet', 'The Prophet Muhammad', 'Muhhamed', 'mohhamed', 'mahommad', 'Hazrat Mohammad', 'Prophet Muhammad', 'Prophet of Islam Muhammad', 'rasoolullah sallallahu alayhi wasallam', 'Hazrat muhammad', 'muhumed', 'Prophet Mohammed', 'messenger muhammad', 'Muhammad Ibn Abdullah', 'rasoolullah sallallahu', 'ummi', 'muhummad', 'mohammet', 'muhhamed', 'muhammad pbuh', 'mahamad', 'Maxamed', 'Al-Nabi', 'Muḥammad', ""Muhammad's Prophet"", 'The Apostle of Allah', 'prophet muhammad s w', 'Muddaththir', 'Mehemmed', 'salallahu alayhi wasalam', 'Muhammad ibn Abd-Allah', 'Muhammad (prophet)', 'prophet mohammad', 'maxamed', 'mohammad', 'muhammad p b u h', 'Mohhamed', ""Timeline of Muhammad's life"", 'Mahummud', 'Prophet Muhammed', 'muddaththir', 'Mahoma', 'محمد', 'Mahommed', 'موحەممەد', 'Muhammad/FAQ', 'allah s apostle', 'mahammod', 'Prophet Muhammad S.A.W', 'Hazrat Muhammad', 'Muhammad(P.B.U.H)', 'Prophet Muhammad PBUH', 'muhammad hashim', 'Muhammad P.B.U.H', 'mahammad', 'hazrat muhammad', 'Mahommad', 'timeline of muhammad s life', 'Mohammed ibn ‘Abdullāh', 'MuHammad', 'mohamet']","Answer the trivia question concisely with the best short answer.
Question: The religious festival Mawlid al-Nabi marks whose birthday?
Answer:",The Prophet Muhammad.,0.32333898544311523,"{""answer"": ""The Prophet Muhammad."", ""uncertainty_score"": 0.32333898544311523}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
